Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
151295,High School,221091,Sturgis Charter School West,3.33,3,,,3.35,3.43,6/1/19
151357,High School,221650,Oliver Ames High School,,,,,,4.00,6/1/19
151368,High School,151416,East Central High School,3.8,4,,,3.91,3.93,6/1/19
151377,High School,231550,Flushing Senior High School,4,4,,,4,4.00,6/1/19
151390,High School,310224,Chatham High School,3.13,3,,,3.34,3.55,6/1/19
151399,High School,150165,Bedford-North Lawrence Hs,3.95,3,,,3.85,3.89,5/1/19
151405,High School,233070,Portage Central High School,4,3,,,4,4.00,5/1/19
151408,High School,394955,Unionville High School,3.23,3,,,3.61,3.73,6/1/19
151447,High School,151671,Charles A Tindley Accelerated,3.25,4,,,3.69,3.76,6/1/19
151462,High School,144430,New Trier High School,3.67,3.5,,,3.41,3.51,6/1/19
151466,High School,141948,Lincoln-Way East High School,3.4,3,,,3.68,3.75,5/1/19
151473,High School,310073,Hillsborough High School,3.32,3,,,3.78,3.82,6/1/19
151503,High School,320003,Albuquerque Academy,3.8,3,,,3.72,3.76,5/1/19
151515,High School,143085,Mount Zion High School,3.71,5,,,3.73,3.78,5/1/19
151527,High School,150990,Harrison High School,3.5,4,,,3.8,3.86,5/1/19
151536,High School,051685,Loyola High School,3.5,3,,,3.7,3.77,6/1/19
151559,High School,153745,West Lafayette Jr-Sr Hs,3.71,4,,,3.75,3.81,5/1/19
151568,High School,310093,Governor Livingston Hs,3.53,3,,,3.65,4.00,6/1/19
151571,High School,232285,Lansing Catholic High School,4,3,,,4,4.00,5/1/19
151575,High School,151225,Andrean High School,3,3,,,3.17,3.36,5/1/19
151583,High School,310405,Freehold High School,3.23,3,,,3.39,3.54,6/1/19
151615,High School,361631,Wellington School,3.7,4.5,,,3.72,3.76,6/1/19
151648,High School,153735,Westfield High School,3.28,3,,,3.52,3.61,5/1/19
151673,High School,241410,Orono High School,3.25,2,,,3.44,3.53,6/1/19
151703,High School,181649,Christian Education Consortium,,,,,,3.75,5/1/19
151703,High School,HOME,Home School,,,,,,,
151716,High School,140184,Waubonsie Valley High School,3.72,3,,,3.58,3.68,5/1/19
151745,High School,150290,Bremen Senior High School,3.85,3,,,3.75,3.79,5/1/19
151778,High School,332490,Huntington High School,3.18,4,,,3.56,3.75,6/1/19
151792,High School,151732,Shortridge Magnet High School,3.52,3,,,3.41,3.48,6/1/19
151796,High School,143377,Maine Township Hs South,4,3,,,3.92,3.91,5/1/19
151823,High School,181610,Saint Xavier High School,3.41,2.25,,,3.62,3.72,5/1/19
151836,High School,153255,James W Riley High School,,,,,,3.59,6/1/19
151857,High School,360525,Sycamore High School,3.67,3,,,3.59,4.00,5/1/19
151868,High School,053097,Presentation High School,4,3,,,3.85,3.86,6/1/19
151895,High School,152347,Penn High School,3.57,3,,,3.61,3.69,6/1/19
151953,High School,153745,West Lafayette Jr-Sr Hs,3.12,4,,,3.5,3.61,5/1/19
151959,High School,142620,Libertyville High School,3.67,3,,,3.57,3.68,5/1/19
151974,High School,153900,Zionsville Community Hs,3.83,3,,,3.94,3.95,6/1/19
151974,High School,UNKHSC,Unknown High School,,,,,,,
151976,High School,332040,Garden City High School,3.82,4,,,3.72,3.81,6/1/19
151977,High School,241820,New Prague High School,3.81,3.5,,,3.95,3.95,5/1/19
151981,High School,151712,Lawrence North High School,3.8,4,,,3.92,3.94,6/1/19
152032,High School,051966,Halstrom Academy-Mission Viejo,,,,,,,
152032,High School,053149,Tesoro High School,3.83,3,,,3.53,3.57,6/1/19
152048,High School,012675,Hewitt-Trussville High School,3.35,4,,,3.55,3.71,5/1/19
152056,High School,472278,James Madison High School,3.23,3,,,3.65,3.72,6/1/19
152073,High School,263515,Warrenton High School,3.9,4.5,,,3.86,3.90,5/1/16
152084,High School,172294,Blue Valley North High School,3.67,3,,,3.94,3.95,5/1/19
152109,High School,201075,Waterville Senior High School,4,3,,,4,4.00,6/1/19
152119,High School,152785,Pendleton Heights High School,3.15,4,,,3.56,3.60,6/1/19
152129,High School,152503,Floyd Central High School,3.38,4,,,3.34,3.35,5/1/19
152145,High School,260591,Marquette High School,,,,,,,5/1/19
152164,High School,361510,Bishop Watterson High School,3.33,4,,,3.57,3.76,5/1/19
152177,High School,340603,Panther Creek Hs,3.78,6,,,3.55,3.71,6/1/19
152232,High School,151717,North Central High School,,,,,,4.00,5/1/19
152271,High School,151915,Harrison High School,3.07,3,,,3.36,3.42,5/1/19
152298,High School,143495,Plainfield High School Central,3.83,3,,,3.96,3.97,5/1/19
152302,High School,052347,Henry M Gunn High School,3.08,2,,,3.41,3.38,5/1/19
152347,High School,143550,Adlai E Stevenson High School,3.65,3,,,3.37,3.42,5/1/19
152349,High School,410518,Spring Valley High School,3.05,2.5,,,3.65,3.74,6/1/19
152378,High School,150215,Bloomington High School South,4,5.5,,,3.98,3.99,5/1/19
152396,High School,471393,Langley High School,3.47,3,,,3.29,3.46,6/1/19
152405,High School,310787,John P Stevens High School,2.9,3,,,3.56,3.61,6/1/19
152419,High School,143796,Saint Charles North Hs,3.67,3,,,3.59,3.65,6/1/19
152423,High School,441146,Hebron High School,3.61,4.5,,,3.65,3.80,5/1/19
152462,High School,210011,Broadneck High School,4,3,,,4,4.00,6/1/19
152476,High School,221190,Lexington High School,4,1,,,3.12,3.34,6/1/19
152491,High School,502242,Sun Prairie High School,3.95,3,,,3.97,3.97,6/1/19
152504,High School,686424,Sunway College,3,0.5,,,2.68,2.77,12/1/18
152504,High School,UNKHSC,Unknown High School,,,,,,,
152509,High School,142078,Glenbrook South High School,3.67,3,,,3.57,3.83,6/1/19
152522,High School,222088,Lincoln-Sudbury Regional Hs,3.52,3,,,3.71,3.82,5/1/19
152566,High School,230347,International Academy,,,,,3.59,3.67,5/1/19
152584,High School,152785,Pendleton Heights High School,3.4,4,,,3.76,3.81,6/1/19
152622,High School,141170,Saint Ignatius College Prep,3.35,3,,,3.38,3.39,5/1/19
152642,High School,151915,Harrison High School,3.61,4,,,3.74,3.91,5/1/19
152643,High School,340645,Chapel Hill High School,4,1,,,3.72,3.81,6/1/19
152653,High School,110256,The Westminster Schools,3.28,3,,,3.48,3.58,5/1/19
152667,High School,143590,Ramsey High School,3.37,3,,,3.47,3.73,6/1/19
152670,High School,153095,Western High School,4,4,,,4,4.00,5/1/19
152674,High School,UNKHSC,Unknown High School,,,,,,,12/1/18
152676,High School,140510,Carbondale Community Hs,4,3,,,4,4.00,5/1/19
152709,High School,143170,Lincoln-Way Central Hs,3.95,3,,,3.84,3.87,5/1/19
152726,High School,UNKHSC,Unknown High School,,,,,,,11/1/17
152731,High School,400075,Rogers High School,,,,,,,
152731,High School,578550,David G Farragut Hs Dod,4,3,,,3.7,3.77,6/1/19
152750,High School,619545,Rosslyn Academy,3.92,4,,,3.71,3.74,5/1/19
152750,High School,UNKHSC,Unknown High School,,,,,,,
152769,High School,050270,Carlmont High School,3.73,3,,,3.51,3.59,6/1/19
152785,High School,152950,Rensselaer Central High School,3.78,3,,,3.75,3.75,5/1/19
152796,High School,150445,Carmel High School,2.9,3,,,3.05,3.27,5/1/19
152797,High School,150175,Beech Grove High School,3.96,4,,,3.82,3.88,6/1/19
152842,High School,231665,Grand Blanc Community School,3.67,3,,,3.8,3.84,5/1/19
152847,High School,UNKHSC,Unknown High School,,,,,,,5/1/19
152878,High School,141630,Community Hs Dist 99 North Hs,4,1,,,3.96,3.98,5/1/19
152924,High School,470788,W T Woodson High School,2.9,4,,,3.36,3.51,6/1/19
152927,High School,143585,Quincy Senior High School,3.47,5,,,3.59,3.70,5/1/19
152937,High School,310765,West Morris Mendham Hs,3.75,4,,,3.62,3.71,5/1/19
152937,High School,363275,William Mason High School,,,,,,,
152937,High School,910750,Chapel School,,,,,,,
152942,High School,393005,Big Spring High School,3.78,4.5,,,3.88,3.88,6/1/19
152943,High School,261685,Rockhurst High School,3.6,3,,,3.69,3.76,5/1/19
152964,High School,UNKHSC,Unknown High School,,,,,,,5/1/19
152989,High School,150610,Columbus North High School,3.84,4,,,3.74,3.81,6/1/19
152989,High School,UNKHSC,Unknown High School,,,,,,,
152997,High School,150215,Bloomington High School South,4,6,,,3.99,3.99,5/1/19
153000,High School,221000,Hingham High School,2.77,3,,,3.22,3.58,6/1/19
153017,High School,544400,Colegio San Ignacio De Loyola,3.62,4,,,2.85,2.92,5/1/19
153024,High School,341603,Northern Guilford High School,4,2,,,3.9,3.91,6/1/19
153028,High School,392545,Cumberland Valley High School,4,3,,,3.98,3.97,6/1/19
153042,High School,152395,Barr-Reeve Junior-Senior Hs,4,4,,,4,4.00,5/1/19
153046,High School,443402,Memorial Senior High School,,,,,,,
153046,High School,672111,Global Jaya International Schl,2.5,3,,,3.41,3.40,5/1/19
153046,High School,999999,Registrar Obsolete High School,2.5,3,,,3.41,3.40,
153055,High School,151688,Heritage Christian School,3.32,4,,,3.54,3.88,5/1/19
153071,High School,152300,Shenandoah High School,3.88,4,,,3.91,3.88,5/1/19
153102,High School,240697,International School Minnesota,3.1,4.5,,,3.58,3.69,5/1/19
153147,High School,101309,University High School,3.8,5,,,3.7,3.73,5/1/19
153202,High School,340297,Gaston Day School,4,2,,,3.81,3.77,6/1/19
153202,High School,UNKHSC,Unknown High School,,,,,,,
153203,High School,694431,Xian Middle Sch Shaanxi Provnc,,,,,,,6/1/19
153203,High School,UNKHSC,Unknown High School,,,,,,,
153294,High School,152489,Munster High School,3.81,5,,,3.87,3.89,6/1/19
153300,High School,694368,Ming-Dao High School,3.83,3,,,3.34,3.39,6/1/19
153380,High School,310985,Rutgers Preparatory School,4,1,,,3.96,3.94,6/1/19
153380,High School,UNKHSC,Unknown High School,,,,,,,
153385,High School,140666,British School Of Chicago,3.6,2,,,3.85,3.89,6/1/19
153385,High School,UNKHSC,Unknown High School,,,,,,,
153395,High School,140184,Waubonsie Valley High School,3.38,3,,,3.47,3.64,5/1/19
153404,High School,151908,Faith Christian School,,,,,,3.67,5/1/19
153406,High School,142307,Homewood-Flossmoor Cmty Hs,4,5,,,4,4.00,5/1/19
153419,High School,697209,Intl School Of Choueifat-AlAin,,,,,,,6/1/19
153434,High School,230087,Greenhills School,3.83,3,,,3.73,3.76,6/1/19
153454,High School,210271,Walt Whitman High School,3.5,3,,,3.74,3.79,6/1/19
153475,High School,430168,Ravenwood High School,3.92,2,,,3.71,3.75,5/1/19
153478,High School,233201,Stoney Creek High School,4,4,,,3.97,3.98,6/1/19
153496,High School,151908,Faith Christian School,,,,,,,
153496,High School,151915,Harrison High School,3.34,4,,,3.8,3.84,6/1/19
153505,High School,060435,Regis Jesuit High School Boys,3.78,3,,,3.78,3.84,5/1/19
153513,High School,141415,Timothy Christian High School,3.57,3,,,3.74,3.80,5/1/19
153530,High School,050893,Canyon Crest Academy,2.78,2,,,3.26,3.31,6/1/19
153544,High School,222255,Wayland High School,3.43,3,,,3.37,3.51,5/1/19
153557,High School,141948,Lincoln-Way East High School,3.83,3,,,3.77,3.80,6/1/19
153609,High School,151041,Fishers High School,,,,,4,4.00,6/1/19
153609,High School,450270,Weber High School,,,,,,,
153612,High School,364855,Strongsville High School,4,5,,,3.97,3.98,5/1/19
153621,High School,846480,Academia Britanica Cuscatleca,,,,,,3.89,6/1/19
153622,High School,140905,Jones College Prep,3,1,,,3.42,3.42,6/1/19
153669,High School,360525,Sycamore High School,,,,,,,
153669,High School,687190,United World Colg SE Asia-East,,,,,,,
153669,High School,687225,Singapore American School,4,3.5,,,3.94,3.96,5/1/19
153670,High School,361630,Upper Arlington High School,3.5,4,,,3.83,3.85,5/1/19
153727,High School,151416,East Central High School,3.58,4,,,3.83,3.87,6/1/19
153730,High School,060515,Cherry Creek High School,3.45,3,,,3.24,3.36,5/1/19
153762,High School,311295,Red Bank Catholic High School,3.96,4,,,3.66,3.72,6/1/19
153779,High School,905500,Santa Cruz Cooperative School,3.88,4,,,3.38,3.49,5/1/19
153779,High School,UNKHSC,Unknown High School,,,,,,,
153790,High School,152510,Pike High School,3.34,4,,,3.75,3.80,5/1/19
153811,High School,694584,Beijing No 8 High School,1.85,1,,,3.18,3.38,6/1/19
153811,High School,UNKHSC,Unknown High School,,,,,,,
153812,High School,210575,Georgetown Preparatory School,3.9,4,,,3.44,3.49,5/1/19
153812,High School,UNKHSC,Unknown High School,,,,,,,
153820,High School,140188,Illinois Virtual School,,,,,,,
153820,High School,141645,Dunlap High School,3.92,4,,,3.87,3.92,5/1/19
153836,High School,143105,Naperville Central High School,4,3,,,3.8,3.98,5/1/19
153849,High School,242650,Wayzata High School,4,0.5,,,3.68,3.83,5/1/19
153851,High School,151041,Fishers High School,2.85,3,,,3.36,3.51,6/1/19
153859,High School,150165,Bedford-North Lawrence Hs,,,,,,4.00,5/1/19
153880,High School,210825,Poolesville High School,4,4,,,3.97,3.98,6/1/19
153895,High School,112010,Wheeler High School,2.14,2,,,2.9,3.06,5/1/19
153941,High School,150910,Concord High School,3.78,3,,,3.82,3.87,6/1/19
153941,High School,UNKHSC,Unknown High School,,,,,,,
153944,High School,142760,Kaneland High School,4,3,,,3.78,3.84,5/1/19
153971,High School,041420,Catholic High School,,,,,,,
153971,High School,041422,Central High School,4,3,,,3.97,3.98,5/1/19
153998,High School,070685,Pomperaug High School,3,3,,,3.49,3.63,6/1/19
154045,High School,153565,Valparaiso High School,3.75,4,,,3.73,3.76,6/1/19
154064,High School,687225,Singapore American School,3.44,4,,,3.24,3.47,6/1/19
154095,High School,060928,Arapahoe High School,3.52,3,,,3.8,3.86,5/1/19
154115,High School,471393,Langley High School,3.75,4,,,3.79,4.00,6/1/19
154142,High School,050727,Monte Vista High School,3.84,4,,,3.68,3.75,5/1/19
154171,High School,150966,Signature School,3.95,3,,,3.92,3.94,5/1/19
154183,High School,151395,Greenwood Community Hs,3.47,3,,,3.36,3.51,5/1/19
154192,High School,070920,Staples High School,3,2,,,3.7,3.79,6/1/19
154192,High School,724434,Putney High School,,,,,,,
154198,High School,310840,Morristown High School,4,3,,,3.92,4.00,6/1/19
154198,High School,363350,Buckeye Senior High School,3.76,5,,,3.59,3.63,5/1/19
154252,High School,334620,Arlington High School,3.42,4,,,3.8,3.83,6/1/19
154267,High School,151936,McCutcheon High School,3.9,5,,,3.95,3.89,6/1/19
154286,High School,150555,Cascade High School,3.96,4,,,3.93,3.95,5/1/19
154293,High School,150445,Carmel High School,3.38,3,,,3.59,3.64,5/1/19
154313,High School,472144,Colonial Forge High School,3.77,3,,,3.87,3.89,6/1/19
154321,High School,697027,Dubai International Academy,,,,,2.13,2.32,5/1/19
154321,High School,697036,Dubai Modern High School,,,,,,,
154321,High School,UNKHSC,Unknown High School,,,,,,,
154325,High School,151165,Clinton Prairie High School,4,4,,,3.92,3.94,6/1/19
154333,High School,230128,Bay City Western High School,4,6,,,3.98,3.98,6/1/19
154356,High School,151795,Jeffersonville High School,4,5,,,4,4.00,6/1/19
154356,High School,152600,New Washington Middle Hs,,,,,,,
154367,High School,151765,Warren Central High School,4,4,,,4,3.99,6/1/19
154410,High School,150685,Crown Point High School,4,3,,,3.92,3.94,6/1/19
154444,High School,101131,Our Lady Of Lourdes Academy,3.35,3,,,3.49,3.54,5/1/19
154458,High School,181545,Atherton High School,3.67,3,,,3.76,3.81,5/1/19
154460,High School,222378,Xaverian Brothers High School,,,,,,4.00,5/1/19
154507,High School,051981,Mission Viejo High School,3.57,5,,,3.51,3.57,6/1/19
154507,High School,053571,Pacific Coast High School,,,,,,,
154518,High School,UNKHSC,Unknown High School,4,4,,,4,4.00,6/1/19
154529,High School,361121,Turpin High School,3.33,3,,,3.75,3.78,5/1/19
154540,High School,140213,Bartlett High School,3.75,2,,,3.8,3.84,5/1/19
154550,High School,630110,Loyola Jesuit College,,,,,3.1,3.30,7/1/19
154565,High School,311594,Haddon Township High School,4,3,,,4,4.00,6/1/19
154582,High School,150445,Carmel High School,3.33,3,,,3.75,3.82,6/1/19
154590,High School,UNKHSC,Unknown High School,,,,,,,6/1/19
154612,High School,143497,Plainfield North High School,3.83,3,,,3.97,3.97,5/1/19
154629,High School,143345,Palatine High School,4,2,,,3.76,3.80,5/1/19
154635,High School,151654,Bishop Chatard High School,4,3,,,3.99,3.99,5/1/19
154640,High School,242121,Eagan High School,3.09,4.5,,,3.56,3.68,6/1/19
154652,High School,141045,Mount Carmel High School,3.11,4.5,,,3.56,3.67,5/1/19
154654,High School,604109,Westwood International School,,,,,,,
154654,High School,671668,Ecole Mondiale World School,,,,,,,5/1/19
154654,High School,697067,Gems World Academy,,,,,,,
154656,High School,140205,Barrington Community High Schl,3.17,3,,,3.37,3.43,5/1/19
154665,High School,694493,Hefei No 1 High School,3.5,2,,,3.65,3.93,5/1/19
154665,High School,UNKHSC,Unknown High School,,,,,,,
154677,High School,210703,Saint Marys Ryken High School,3.94,5,,,3.66,3.66,5/1/19
154681,High School,230648,International Academy Macomb,3.08,3,,,3.47,3.62,5/1/19
154683,High School,151316,Fairfield Jr-Sr High School,4,3,,,3.89,3.93,6/1/19
154686,High School,380900,Lincoln High School,3.17,3,,,3.7,3.89,5/1/19
154687,High School,151082,Bishop Dwenger High School,4,3.5,,,3.92,3.92,5/1/19
154693,High School,150916,Elkhart Memorial High School,4,2,,,4,4.00,5/1/19
154693,High School,430500,Cumberland County High School,,,,,,,
154714,High School,335983,Williamsville Hs North,3.91,4,,,3.94,3.95,6/1/19
154725,High School,151712,Lawrence North High School,3.85,3,,,3.77,3.83,6/1/19
154765,High School,144065,Sycamore High School,,,,,,,
154765,High School,153745,West Lafayette Jr-Sr Hs,3.89,4,,,3.71,3.77,5/1/19
154780,High School,232850,Okemos High School,3,3,,,3.72,3.77,6/1/19
154781,High School,053386,Maria Carrillo High School,3.43,3,,,3.45,3.51,5/1/19
154785,High School,233070,Portage Central High School,3.62,3,,,3.76,3.79,5/1/19
154789,High School,151263,Lighthouse College Prep Acdmy,3.72,3,,,3.52,3.58,6/1/19
154796,High School,152115,Lowell High School,3.97,5,,,3.91,3.92,6/1/19
154832,High School,053218,Dougherty Valley High School,3.62,3,,,3.63,3.74,6/1/19
154876,High School,100179,IMG Academy,4,1,,,3.79,3.82,6/1/19
154876,High School,UNKHSC,Unknown High School,,,,,,,
154901,High School,152615,Noblesville High School,3.51,4,,,3.68,3.94,5/1/19
154902,High School,311492,Notre Dame High School,3.32,4,,,3.61,3.77,6/1/19
154904,High School,340665,Charlotte Catholic High School,3.72,4,,,3.66,3.71,5/1/19
154907,High School,052248,El Camino High School,,,,,,,
154907,High School,151795,Jeffersonville High School,4,2,,,4,4.00,6/1/19
154911,High School,101032,Miami Country Day School,3,1,,,3.41,3.58,6/1/19
154921,High School,150445,Carmel High School,3.75,4,,,3.86,3.89,5/1/19
