PUID_SIX,High_School,High_School_Name,High_School_Grad_Date,High_School_Graduation_Year,High_School_GPA,SUBJECT,SUBJECT_DESC,YEARS_TAKEN,GRADE,GPA
262630,332172,Great Neck South High School,"June 1, 2020",2020,3.74,MATH,Academic Math TOTAL,3,,3.67
262647,101422,American Heritage School,"May 1, 2020",2020,3.52,MATH,Academic Math TOTAL,4,,3.26
262656,050466,Torrey Pines High School,"June 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3,,2.95
262659,151660,Cathedral High School,"May 1, 2020",2020,3.81,MATH,Academic Math TOTAL,3,,3.17
262684,053158,San Marino High School,"May 1, 2020",2020,3.48,MATH,Academic Math TOTAL,3,,2.50
262698,392745,South Fayette High School,"May 1, 2020",2020,3.53,MATH,Academic Math TOTAL,4,,3.00
262747,343210,Enloe Magnet High School,"June 1, 2020",2020,3.22,MATH,Academic Math TOTAL,3,,2.87
262753,142620,Libertyville High School,"May 1, 2020",2020,3.74,MATH,Academic Math TOTAL,3,,3.33
262797,140098,Saint Viator High School,"May 1, 2020",2020,3.79,MATH,Academic Math TOTAL,3,,3.78
262801,480545,Lake Washington High School,"June 1, 2020",2020,3.76,MATH,Academic Math TOTAL,3,,4.00
262816,200445,Hebron Academy,"May 1, 2020",2020,3.86,MATH,Academic Math TOTAL,3,,3.83
262828,150340,Brownstown Central High School,"May 1, 2020",2020,3.43,MATH,Academic Math TOTAL,4,,2.88
262856,150740,Danville Community High School,"May 1, 2020",2020,3.64,MATH,Academic Math TOTAL,4,,2.95
262869,141017,Marist High School,"May 1, 2020",2020,3.83,MATH,Academic Math TOTAL,3,,3.48
262895,152474,Indiana Ac Sci/Math/Humanities,"May 1, 2020",2020,3.62,MATH,Academic Math TOTAL,3,,3.23
262928,153745,West Lafayette Jr-Sr Hs,"May 1, 2020",2020,3.98,MATH,Academic Math TOTAL,4,,4.00
262986,232843,Novi High School,"June 1, 2020",2020,3.55,MATH,Academic Math TOTAL,6,,3.26
263010,052462,Piedmont High School,"May 1, 2020",2020,3.81,MATH,Academic Math TOTAL,4,,3.62
263027,281980,Ralston High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,1.5,,4.00
263075,142635,Benet Academy,"May 1, 2020",2020,3.32,MATH,Academic Math TOTAL,3.5,,3.24
263096,151395,Greenwood Community Hs,"May 1, 2020",2020,3.66,MATH,Academic Math TOTAL,4,,3.81
263100,142483,Lyons Township High School,"June 1, 2020",2020,3.93,MATH,Academic Math TOTAL,4,,3.83
263140,151724,Perry Meridian High School,"May 1, 2020",2020,3.96,MATH,Academic Math TOTAL,5,,4.00
263153,142185,Hampshire High School,"May 1, 2020",2020,3.79,MATH,Academic Math TOTAL,3,,3.88
263155,151688,Heritage Christian School,"May 1, 2020",2020,3.82,MATH,Academic Math TOTAL,4,,3.41
263204,393730,Mount Lebanon High School,"June 1, 2020",2020,3.65,MATH,Academic Math TOTAL,3,,3.17
263205,752000,International School Of Latvia,"June 1, 2020",2020,3.42,MATH,Academic Math TOTAL,3,,2.67
263265,260591,Marquette High School,"May 1, 2020",2020,3.63,MATH,Academic Math TOTAL,4,,3.85
263301,242450,Stillwater Area Senior Hs,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,5,,3.94
263373,333490,Browning School,"June 1, 2020",2020,3.73,MATH,Academic Math TOTAL,3,,3.90
263377,230347,International Academy,"May 1, 2020",2020,3.91,MATH,Academic Math TOTAL,3,,3.67
263408,480501,Skyline High School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.55
263432,362700,Jackson High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
263435,180770,Saint Henry District Hs,"May 1, 2020",2020,3.64,MATH,Academic Math TOTAL,3,,3.67
263443,230395,Brighton High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3.5,,4.00
263478,151654,Bishop Chatard High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,4,,4.00
263501,053370,Notre Dame High School,"June 1, 2020",2020,3.71,MATH,Academic Math TOTAL,5,,3.90
263524,365660,Beavercreek High School,"May 1, 2020",2020,,,,,,
263534,141515,Crystal Lake Central Hs,"May 1, 2020",2020,3.71,MATH,Academic Math TOTAL,3,,3.57
263541,141345,Von Steuben Metro Science Ctr,"June 1, 2020",2020,3.36,MATH,Academic Math TOTAL,4,,2.83
263572,361121,Turpin High School,"May 1, 2020",2020,3.84,MATH,Academic Math TOTAL,3,,3.90
263611,141860,Evanston Township High School,"May 1, 2020",2020,3.64,MATH,Academic Math TOTAL,5,,3.32
263627,150916,Elkhart Memorial High School,"June 1, 2020",2020,3.46,MATH,Academic Math TOTAL,3.5,,3.24
263630,050884,San Pasqual High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
263662,141063,Notre Dame College Prep,"May 1, 2020",2020,3.11,MATH,Academic Math TOTAL,3,,2.38
263723,143245,Oak Park & River Forest Hs,"May 1, 2020",2020,2.59,MATH,Academic Math TOTAL,3,,2.00
263728,053466,Monta Vista High School,"June 1, 2020",2020,3.74,MATH,Academic Math TOTAL,3,,3.50
263749,050970,Mission San Jose High School,"June 1, 2020",2020,3.74,MATH,Academic Math TOTAL,5,,3.71
263752,UNKHSC,Unknown High School,"May 1, 2020",2020,3.82,,,,,
263793,334620,Arlington High School,"June 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3,,3.50
263854,053103,Westmont High School,"June 1, 2020",2020,3.55,MATH,Academic Math TOTAL,3,,3.57
263872,UNKHSC,Unknown High School,"May 1, 2020",2020,3.29,,,,,
263927,472287,Floyd E Kellam High School,"June 1, 2020",2020,3.98,MATH,Academic Math TOTAL,4,,4.00
263990,151915,Harrison High School,"May 1, 2020",2020,3.91,MATH,Academic Math TOTAL,3,,4.00
264049,052075,Mountain View High School,"June 1, 2020",2020,3.7,MATH,Academic Math TOTAL,3,,3.63
264071,UNKHSC,Unknown High School,"July 1, 2020",2020,,,,,,
264080,150604,Columbus Signature Academy,"May 1, 2020",2020,3.56,MATH,Academic Math TOTAL,3.5,,3.61
264081,150610,Columbus North High School,"May 1, 2020",2020,3.72,MATH,Academic Math TOTAL,3.5,,3.79
264095,150665,Crawfordsville High School,"May 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3,,3.83
264114,053010,Saint Ignatius College Prep Sc,"May 1, 2020",2020,3.01,MATH,Academic Math TOTAL,3,,2.77
264139,151724,Perry Meridian High School,"May 1, 2020",2020,3.56,MATH,Academic Math TOTAL,5,,3.28
264158,151103,Homestead High School,"May 1, 2020",2020,3.42,MATH,Academic Math TOTAL,3,,3.52
264160,152966,Seton Catholic High School,"June 1, 2020",2020,3.61,MATH,Academic Math TOTAL,3,,3.72
264238,141948,Lincoln-Way East High School,"May 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3,,3.78
264259,242035,Prior Lake High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,3,,3.79
264282,470140,Rock Ridge High School,"June 1, 2020",2020,,,,,,
264359,925160,Colegio Marymount,"June 1, 2020",2020,3.78,MATH,Academic Math TOTAL,4,,3.92
264387,878122,St Augustine Prep School,"May 1, 2020",2020,,,,,,
264413,342528,Marvin Ridge High School,"June 1, 2020",2020,3.92,MATH,Academic Math TOTAL,7.5,,3.78
264455,231870,Harbor Springs High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
264506,181675,Madisonville North Hopkins Hs,"May 1, 2020",2020,3.84,MATH,Academic Math TOTAL,2,,3.47
264534,544460,Cupeyville School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,3,,3.77
264615,053080,Bellarmine College Preparatory,"May 1, 2020",2020,3.31,MATH,Academic Math TOTAL,3,,3.17
264619,151390,Center Grove High School,"June 1, 2020",2020,3.76,MATH,Academic Math TOTAL,3.75,,3.35
264623,671801,British School The,"May 1, 2020",2020,,,,,,
264638,143305,Rowva High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
264669,050727,Monte Vista High School,"May 1, 2020",2020,3.39,MATH,Academic Math TOTAL,3,,2.83
264670,430162,Brentwood High School,"May 1, 2020",2020,3.79,MATH,Academic Math TOTAL,5,,3.50
264697,151080,Mt. Vernon High School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,5,,3.88
264733,143228,Harold L Richards High School,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,3,,3.67
264769,281506,Millard North High School,"May 1, 2020",2020,3.52,MATH,Academic Math TOTAL,3,,2.83
264771,142275,Highland Park High School,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,3.40
264817,240708,Edina High School,"May 1, 2020",2020,3.62,MATH,Academic Math TOTAL,3,,3.23
264820,335215,Saint Anthonys High School,"June 1, 2020",2020,3.89,MATH,Academic Math TOTAL,3,,3.67
264838,878160,American Nicaraguan School,"June 1, 2020",2020,3.63,MATH,Academic Math TOTAL,4,,3.84
264851,470795,George Mason High School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,5,,3.64
264878,052495,Amador Valley High School,"June 1, 2020",2020,3.59,MATH,Academic Math TOTAL,3,,3.47
264896,333855,York Preparatory School,"June 1, 2020",2020,3.41,MATH,Academic Math TOTAL,3.5,,3.47
265029,101055,Palmer Trinity School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.90
265033,053080,Bellarmine College Preparatory,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,3.12
265039,152489,Munster High School,"May 1, 2020",2020,3.73,MATH,Academic Math TOTAL,3,,3.95
265055,290069,Coronado High School,"May 1, 2020",2020,3.8,MATH,Academic Math TOTAL,4,,4.00
265065,052609,Rocklin High School,"June 1, 2020",2020,3.75,MATH,Academic Math TOTAL,4,,3.46
265066,060515,Cherry Creek High School,"May 1, 2020",2020,3.44,MATH,Academic Math TOTAL,3,,3.47
265104,151042,Eman Schools,"May 1, 2020",2020,3.75,MATH,Academic Math TOTAL,3,,3.57
265108,053158,San Marino High School,"June 1, 2020",2020,3.48,MATH,Academic Math TOTAL,3,,2.95
265117,342533,Weddington High School,"June 1, 2020",2020,3.96,MATH,Academic Math TOTAL,4,,3.94
265152,110146,Chattahoochee High School,"May 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3,,4.00
265229,150955,Central High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,4,,4.00
265288,232359,Winston Churchill High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,5,,3.24
265359,232843,Novi High School,"June 1, 2020",2020,3.55,MATH,Academic Math TOTAL,5,,3.51
265360,151732,Shortridge Magnet High School,"June 1, 2020",2020,3.86,MATH,Academic Math TOTAL,3,,4.00
265376,051008,Sunny Hills High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,4,,4.00
265378,152347,Penn High School,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,3,,3.18
265396,153797,Traders Point Christian Acdmy,"May 1, 2020",2020,3.48,MATH,Academic Math TOTAL,3,,3.62
265405,050718,Cupertino High School,"June 1, 2020",2020,3.11,MATH,Academic Math TOTAL,3,,2.50
265418,470021,John Champe High School,"June 1, 2020",2020,3.96,MATH,Academic Math TOTAL,3,,4.00
265425,252223,Center Hill High School,"May 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,3.95
265426,502000,River Falls High School,"April 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,3.75
265446,070215,Glastonbury High School,"June 1, 2020",2020,3.25,MATH,Academic Math TOTAL,3,,2.90
265477,481393,Cascade Christian Jr/Sr Hs,"June 1, 2020",2020,3.85,MATH,Academic Math TOTAL,4,,3.75
265486,101788,Seran Private Bilingual School,"June 1, 2020",2020,3.97,MATH,Academic Math TOTAL,3,,4.00
265494,110214,Paideia School,"May 1, 2020",2020,3.33,MATH,Academic Math TOTAL,3,,2.78
265504,470720,Pope John Paul Great Catholic,"June 1, 2020",2020,3.59,MATH,Academic Math TOTAL,4,,3.82
265529,445579,Liberty High School,"May 1, 2020",2020,3.47,MATH,Academic Math TOTAL,3,,3.67
265544,263065,Saint Louis University Hs,"May 1, 2020",2020,3.89,MATH,Academic Math TOTAL,3,,3.88
265557,221190,Lexington High School,"May 1, 2020",2020,3.48,MATH,Academic Math TOTAL,3,,3.57
265575,694291,Kang Chiao Intl School-Taipei,"June 1, 2020",2020,3.47,MATH,Academic Math TOTAL,5,,3.63
265593,142300,Hinsdale Central High School,"May 1, 2020",2020,3.54,MATH,Academic Math TOTAL,3,,3.62
265619,220730,Northfield Mount Hermon School,"May 1, 2020",2020,3.74,MATH,Academic Math TOTAL,4,,3.92
265622,470054,Thomas Jefferson Hs Sci/Tec,"May 1, 2020",2020,3.27,MATH,Academic Math TOTAL,6,,2.57
265637,150916,Elkhart Memorial High School,"June 1, 2020",2020,3.89,MATH,Academic Math TOTAL,4,,3.96
265639,150966,Signature School,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.68
265648,788590,Anglo-American School Moscow,"May 1, 2020",2020,3.5,MATH,Academic Math TOTAL,3,,3.20
265663,231717,East Kentwood High School,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,5,,3.83
265691,151395,Greenwood Community Hs,"May 1, 2020",2020,3.52,MATH,Academic Math TOTAL,4,,3.62
265717,150795,Delphi Community High School,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,4,,3.96
265720,210512,Mount Hebron High School,"May 1, 2020",2020,3.48,MATH,Academic Math TOTAL,3,,3.00
265734,153690,Warsaw Community High School,"June 1, 2020",2020,3.98,MATH,Academic Math TOTAL,5,,3.94
265737,070412,Xavier High School,"May 1, 2020",2020,3.94,MATH,Academic Math TOTAL,3,,3.85
265745,153430,Terre Haute South Vigo Hs,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,5.5,,3.85
265771,052311,Alma Heights Christian Hs,"May 1, 2020",2020,3.65,MATH,Academic Math TOTAL,4,,3.80
265777,391505,George School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.33
265805,053078,Archbishop Mitty High School,"May 1, 2020",2020,3.8,MATH,Academic Math TOTAL,3,,3.67
265872,052898,Bishop Alemany High School,"May 1, 2020",2020,3.78,MATH,Academic Math TOTAL,3,,3.57
265925,070707,Academy Information Technology,"June 1, 2020",2020,3.95,MATH,Academic Math TOTAL,3,,4.00
265942,050893,Canyon Crest Academy,"June 1, 2020",2020,3.21,MATH,Academic Math TOTAL,4.5,,2.32
265985,151675,Emmerich Manual High School,"May 1, 2020",2020,3.4,MATH,Academic Math TOTAL,4,,3.54
266047,392363,Great Valley High School,"June 1, 2020",2020,3.23,MATH,Academic Math TOTAL,3,,3.10
266075,150220,Bloomington High School North,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4.5,,3.60
266101,170145,Maur Hill-Mount Academy,"June 1, 2020",2020,2.97,MATH,Academic Math TOTAL,3,,3.05
266114,UNKHSC,Unknown High School,"June 1, 2020",2020,,,,,,
266120,UNKHSC,Unknown High School,"June 1, 2020",2020,,,,,,
266222,431391,Briarcrest Christian High Scho,"May 1, 2020",2020,3.78,MATH,Academic Math TOTAL,3,,3.50
266243,050628,Clovis North High School,"June 1, 2020",2020,3.77,MATH,Academic Math TOTAL,4,,3.80
266244,300118,Academy For Science and Design,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,3.85
266306,053229,California High School,"June 1, 2020",2020,3.79,MATH,Academic Math TOTAL,3,,3.83
266402,052497,Foothill High School,"May 1, 2020",2020,3.59,MATH,Academic Math TOTAL,3,,3.43
266414,481115,Garfield High School,"June 1, 2020",2020,3.7,MATH,Academic Math TOTAL,3,,3.83
266551,050970,Mission San Jose High School,"June 1, 2020",2020,3.55,MATH,Academic Math TOTAL,3,,3.52
266553,260591,Marquette High School,"May 1, 2020",2020,3.75,MATH,Academic Math TOTAL,5,,3.51
266557,241380,Chisago Lakes High School,"June 1, 2020",2020,3.93,MATH,Academic Math TOTAL,2,,3.92
266603,150215,Bloomington High School South,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,6,,4.00
266631,150695,Culver Academies,"May 1, 2020",2020,3.4,MATH,Academic Math TOTAL,1.75,,3.73
266665,011896,Loveless Acdmc Magnet Prog HS,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,4,,3.76
266683,151225,Andrean High School,"May 1, 2020",2020,3.86,MATH,Academic Math TOTAL,3,,3.67
266722,232360,Lowell Senior High School,"May 1, 2020",2020,3.46,MATH,Academic Math TOTAL,6,,3.20
266726,440320,Stephen F Austin High School,"May 1, 2020",2020,3.97,MATH,Academic Math TOTAL,5,,4.00
266741,310105,Blair Academy,"May 1, 2020",2020,3.83,MATH,Academic Math TOTAL,4,,3.82
266745,150740,Danville Community High School,"May 1, 2020",2020,3.3,MATH,Academic Math TOTAL,3,,3.40
266995,392985,Council Rock High School North,"June 1, 2020",2020,4,MATH,Academic Math TOTAL,3,,4.00
267009,260591,Marquette High School,"May 1, 2020",2020,3.75,MATH,Academic Math TOTAL,4,,3.71
267029,260593,Parkway Central High School,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.67
267036,101185,Montverde Academy,"May 1, 2020",2020,3.39,MATH,Academic Math TOTAL,3.5,,3.43
267049,172294,Blue Valley North High School,"May 1, 2020",2020,3.93,MATH,Academic Math TOTAL,3,,3.67
267114,153810,Whiting High School,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,4,,4.00
267121,153605,South Knox High School,"May 1, 2020",2020,4,MATH,Academic Math TOTAL,4,,4.00
267159,826879,Upper Canada College,"June 1, 2020",2020,,,,,,
267187,140184,Waubonsie Valley High School,"May 1, 2020",2020,3.45,MATH,Academic Math TOTAL,7,,3.29
267200,140098,Saint Viator High School,"May 1, 2020",2020,3.29,MATH,Academic Math TOTAL,3,,3.88
267216,695346,Wells International School,"May 1, 2020",2020,3.76,MATH,Academic Math TOTAL,3,,4.00
267228,311170,Pennington School,"June 1, 2020",2020,3.58,MATH,Academic Math TOTAL,3,,3.33
267331,052058,Campolindo High School,"June 1, 2020",2020,3.74,MATH,Academic Math TOTAL,4,,3.89
267357,053466,Monta Vista High School,"June 1, 2020",2020,3.34,MATH,Academic Math TOTAL,3,,3.00
267370,698104,American School Of Vietnam,"June 1, 2020",2020,3.59,MATH,Academic Math TOTAL,3,,3.28
267376,052502,Damien High School,"May 1, 2020",2020,,,,,,
267433,371185,Edmond Memorial High School,"May 1, 2020",2020,3.98,MATH,Academic Math TOTAL,4,,4.00
267449,051218,Edison High School,"June 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4,,3.80
267450,150977,North High School,"May 1, 2020",2020,3.57,MATH,Academic Math TOTAL,4,,2.88
267452,050718,Cupertino High School,"June 1, 2020",2020,3.56,MATH,Academic Math TOTAL,3,,3.33
267479,150145,Batesville High School,"May 1, 2020",2020,3.57,MATH,Academic Math TOTAL,5.5,,3.50
267499,690140,Karachi Grammar School,"June 1, 2020",2020,1.97,MATH,Academic Math TOTAL,4.5,,3.01
267645,142635,Benet Academy,"May 1, 2020",2020,3.59,MATH,Academic Math TOTAL,3,,3.67
267792,335443,Syosset High School,"June 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,2.67
267819,070695,South Kent School,"May 1, 2020",2020,3.36,MATH,Academic Math TOTAL,3,,3.80
267863,151660,Cathedral High School,"May 1, 2020",2020,3.47,MATH,Academic Math TOTAL,3,,2.68
267931,030397,Chaparral High School,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,3,,3.67
268031,151175,Franklin Community High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,3,,4.00
268049,100286,Cooper City High School,"June 1, 2020",2020,3.96,MATH,Academic Math TOTAL,9,,4.00
268096,380573,Lakeridge High School,"May 1, 2020",2020,3.7,MATH,Academic Math TOTAL,4.5,,3.48
268127,UNKHSC,Unknown High School,"July 1, 2020",2020,,,,,,
268151,070938,Wilton High School,"June 1, 2020",2020,3.49,MATH,Academic Math TOTAL,3,,2.80
268390,053005,Sacred Heart Cathedral Prep,"May 1, 2020",2020,3.97,MATH,Academic Math TOTAL,3,,4.00
268509,150215,Bloomington High School South,"May 1, 2020",2020,3.95,MATH,Academic Math TOTAL,5,,3.89
268520,UNKHSC,Unknown High School,"December 1, 2019",2019,,,,,,
268541,070600,Lyme-Old Lyme High School,"June 1, 2020",2020,3.52,MATH,Academic Math TOTAL,3,,3.20
268547,694568,Xian Tie Yi High School,"June 1, 2020",2020,2.91,MATH,Academic Math TOTAL,0.5,,3.30
268587,310050,Ridge High School,"June 1, 2020",2020,3.28,MATH,Academic Math TOTAL,3,,3.90
268661,053080,Bellarmine College Preparatory,"May 1, 2020",2020,3.75,MATH,Academic Math TOTAL,3,,3.62
268781,470860,Fork Union Military Academy,"May 1, 2020",2020,2.41,MATH,Academic Math TOTAL,4,,2.44
268808,150448,University High School Indiana,"May 1, 2020",2020,3.47,MATH,Academic Math TOTAL,3,,3.90
268834,311328,Roselle Catholic High School,"May 1, 2020",2020,2.99,MATH,Academic Math TOTAL,2.75,,3.59
268937,050748,Diamond Bar High School,"May 1, 2020",2020,2.75,MATH,Academic Math TOTAL,4.5,,2.78
268995,333461,Birch Wathen Lenox School,"May 1, 2020",2020,3.87,MATH,Academic Math TOTAL,4,,3.82
269015,421175,Ogorman High School,"May 1, 2020",2020,3.68,MATH,Academic Math TOTAL,4,,3.75
269044,390535,Peters Township High School,"June 1, 2020",2020,3.49,MATH,Academic Math TOTAL,4,,2.50
269215,480500,Issaquah High School,"July 1, 2020",2020,3.75,MATH,Academic Math TOTAL,2.75,,3.77
269216,694273,Hangzhou Foreign Languages Sch,"June 1, 2020",2020,3.08,MATH,Academic Math TOTAL,3,,3.12
269255,UNKHSC,Unknown High School,"December 1, 2019",2019,3.97,MATH,Academic Math TOTAL,5,,4.00
269346,UNKHSC,Unknown High School,"February 1, 2019",2019,,,,,,
269380,697060,Raha International School,"June 1, 2020",2020,3.92,MATH,Academic Math TOTAL,3.5,,3.71
269424,142483,Lyons Township High School,"May 1, 2020",2020,3.67,MATH,Academic Math TOTAL,3,,3.45
